DATE,TCP_Number,ESTC_Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE,,,,,,,,
1732,K073282.000,T90236,Duck Stephen 1705-1756,London : printed for J. Jackson in Pall-Mall,292,TO HIS ROYAL HIGHNESS The DUKE of CUMBERLAND ON HIS BIRTH-DAY.,,,,,,,,
1780,K074107.001,T91336,Gerard Alexander 1728-1795,London : printed for Charles Dilly in the Poultry,98620,SERMONS BY ALEXANDER GERARD D. D.,,,,,,,,
1780,K074107.002,T91336,Gerard Alexander 1728-1795,London : printed for Charles Dilly in the Poultry,99153,SERMON I. THE PROGRESS OF VICE: THE FIRST STAGE.,,,,,,,,
1766,K074116.000,T91345,Gerard Alexander 1728-1795,Edinburgh : printed for A. Millar in the Strand London; and A. Kincaid and J. Bell Edinburgh,77239,DISSERTATIONS On SUBJECTS relating to The GENIUS and the EVIDENCES OF CHRISTIANITY.,,,,,,,,
1787,K074674.000,T92308,Sheridan Richard Brinsley 1751-1816,London : printed for J. French,12747,THE SPEECH OF R. B. SHERIDAN Esq. On Wednesday the 7th of February 1787 In bringing forward the Fourth Charge against WARREN HASTINGS Esq. Relative to the BEGUMS of OUDE.,,,,,,,,
1799,K075282.000,T93222,Gray Thomas 1716-1771,London : printed for C. Cooke No. 17 Paternoster-Row; and sold by all the booksellers in Great,18231,THE POETICAL WORKS OF THOMAS GRAY.,,,,,,,,
1798,K076130.000,T94267,Godwin William 1756-1836,London : printed for J. Johnson; and G. G. and J. Robinson,24385,MEMOIRS.,,,,,,,,
1798,K077073.000,T95674,Malthus T.R. (Thomas Robert) 1766-1834,London : printed for J. Johnson in St. Paul's Church-Yard,54648,AN ESSAY ON THE PRINCIPLE OF POPULATION AS IT AFFECTS THE FUTURE IMPROVEMENT OF SOCIETY. WITH REMARKS ON THE SPECULATIONS OF MR. GODWIN M. CONDORCET AND OTHER WRITERS.,,,,,,,,
1775,K077599.002,T96368,Macpherson James 1736-1796,London : printed for W. Strahan; and T. Cadell in the Strand,265888,ORIGINAL PAPERS; CONTAINING THE SECRET HISTORY of GREAT BRITAIN FROM THE RESTORATION TO THE ACCESSION OF THE HOUSE OF HANNOVER. TO WHICH ARE PREFIXED EXTRACTS from the LIFE of JAMES II. AS WRITTEN BY HIMSELF. THE WHOLE ARRANGED AND PUBLISHED By JAMES MACPHERSON Esq;,,,,,,,,
1780,K077663.000,T96443,Donaldson J. (John) 1737-1801,Edinburgh : printed for Charles Elliot; and T. Cadell London,10042,THE ELEMENTS OF BEAUTY.,,,,,,,,
1755,K077667.000,T96447,Doddridge Philip 1702-1751,Salop : printed by J. Eddowes and J. Cotton: and sold by J. Waugh and W. Fenner at the Turk's H,57062,HYMNS FOUNDED ON VARIOUS TEXTS IN THE HOLY SCRIPTURES.,,,,,,,,
1776,K077848.001,T96668,Smith Adam 1723-1790,London : printed for W. Strahan; and T. Cadell in the Strand,159201,AN INQUIRY INTO THE Nature and Causes OF THE WEALTH OF NATIONS.,,,,,,,,
1776,K077848.002,T96668,Smith Adam 1723-1790,London : printed for W. Strahan; and T. Cadell in the Strand,190531,AN INQUIRY INTO THE Nature and Causes OF THE WEALTH OF NATIONS.,,,,,,,,
1784,K077850.000,T96670,Smith Adam 1723-1790,[London?,26032,ADDITIONS AND CORRECTIONS TO THE FIRST AND SECOND EDITIONS OF Dr. ADAM SMITH'S INQUIRY into the NATURE and CAUSES of the WEALTH of NATIONS.,,,,,,,,
1711,K078029.000,T96896,Defoe Daniel 1661?-1731,[London] : Printed in the year,10020,AN ESSAY UPON THE Trade to Africa IN ORDER To set the Merits of that Cause in a true Light AND Bring the Disputes between the African Company and the Separate Traders into a narrower Compass.,,,,,,,,
1729,K080492.000,T100015,Thomson James 1700-1748,London : printed for T. Warner at the Black-Boy in Pater-Noster-Row,2305,BRITANNIA.,,,,,,,,
1727,K080517.000,T100048,Thomson James 1700-1748,Dublin : printed by S. Powell for Richard Norris at the Corner of Crane-Lane in Essex-Street,1860,A POEM Sacred to the MEMORY of SIR ISAAC NEWTON.,,,,,,,,
1749,K080528.000,T100060,Thomson James 1700-1748,London : printed for A. Millar at Buchanan's Head in the Strand,13486,CORIOLANUS. A TRAGEDY. As it is Acted at the THEATRE-ROYAL IN COVENT-GARDEN.,,,,,,,,
1765,K080865.000,T100478,Walpole Horace 1717-1797,Dublin : printed for Elizabeth Watts in Skinner-Row,35020,THE CASTLE of OTRANTO A STORY.,,,,,,,,
1748,K082984.000,T103179,Hume David 1711-1776,London : printed for M. Cooper at the Globe in Pater-Noster-Row,8271,A TRUE ACCOUNT OF THE BEHAVIOUR AND CONDUCT OF ARCHIBALD STEWART Esq LATE Lord PROVOST of Edinburgh.,,,,,,,,
1734,K086741.000,T108054,Forbes of Pitsligo Alexander Forbes Lord 1678-1762,London : printed for J. Osborn and T. Longman at the Ship in Paternoster-Row,80389,ESSAYS MORAL AND PHILOSOPHICAL ON SEVERAL SUBJECTS: VIZ.A VIEW of the HUMAN FACULTIES.A short ACCOUNT of the WORLD.Two DISCOURSES on DECENCY.An ESSAY on SELF-LOVE.,,,,,,,,
1717,K087416.000,T108889,Ovid 43 B.C.-17 or 18 A.D,London : printed for Jacob Tonson at Shakespear's-Head over-against Katharine-Street in the Stra,136382,OVID's METAMORPHOSES IN FIFTEEN BOOKS. Translated by the most Eminent HANDS.,,,,,,,,
1703,K087514.000,T108995,Dennis John 1657-1734,London : printed for Daniel Brown at the Black Swan and Bible without Templebar and Andrew Bell,7248,A PROPOSAL For putting a Speedy End to the War By Ruining the COMMERCE of the French and Spaniards And Securing our Own Without any additional Expence to the Nation.,,,,,,,,
1795,K088170.000,T109852,Disraeli Isaac 1766-1848,London : printed for T. Cadell Junr. and W. Davies,33915,AN ESSAY ON THE MANNERS AND GENIUS OF THE LITERARY CHARACTER.,,,,,,,,
1794,K091186.001,T113901,Darwin Erasmus 1731-1802,London : printed for J. Johnson in St. Paul's Church-Yard,187033,ZOONOMIA; OR THE LAWS OF ORGANIC LIFE.,,,,,,,,
1791,K092747.000,T115852,Disraeli Isaac 1766-1848,London : printed for J. Murray NO. 32 Fleet Street,82256,CURIOSITIES OF LITERATURE.,,,,,,,,
1795,K095737.000,T119488,Williams Helen Maria 1762-1827,London : printed for G. G. and J. Robinson Paternoster-Row,32757,LETTERS CONTAINING A SKETCH OF THE SCENES WHICH PASSED IN VARIOUS DEPARTMENTS OF FRANCE DURING THE TYRANNY OF ROBESPIERRE AND Of the Events which took place in Paris on the 28th of July 1794.,,,,,,,,
1792,K096479.000,T120574,Gerard Alexander 1728-1795,Edinburgh : printed by Mundell and Son Parliament-Stairs,23704,THE CORRUPTIONS OF CHRISTIANITY CONSIDERED AS AFFECTING ITS TRUTH.,,,,,,,,
1780,K096840.000,T121065,Townley James 1714-1778,London : printed by R. Butters No. 79 Fleet-Street; and sold by all the booksellers in town an,8640,High Life Below Stairs. A FARCE. WRITTEN BY DAVID GARRICK ESQ. TAKEN FROM THE MANAGER'S BOOK AT THE Theatre Royal Drury-Lane.,,,,,,,,
1759,K096960.000,T121207,Gerard Alexander 1728-1795,Aberdeen : printed by J. Chalmers,4107,National Blessings an Argument for Reformation. A SERMON Preached at ABERDEEN November 29 1759. Being the day appointed by proclamation for public THANKSGIVING for the success of his Majesty's arms in the present war.,,,,,,,,
1767,K099385.000,T124613,Boswell James 1740-1795,London : printed for J. Wilkie in St. Paul's Church Yard,20631,THE ESSENCE OF THE DOUGLAS CAUSE.,,,,,,,,
1799,K099481.000,T124723,Radcliffe Mary Ann 1745?-1810,London : printed for Vernor and Hood NO. 31 Poultry,30830,THE FEMALE ADVOCATE; OR AN ATTEMPT TO RECOVER THE RIGHTS OF WOMEN FROM MALE USURPATION.,,,,,,,,
1730,K099598.000,T124869,Duck Arthur,London : printed for A. Moore near St. Paul's,3442,THE Thresher's Miscellany: OR POEMS ON Several Subjects,,,,,,,,
1716,K099729.000,T125008,Purney Thomas 1695-ca. 1727,London : printed for J. Brown at the Black Swan without Temple-Bar and R. Burleigh in Amen-Co,6917,PASTORALS. After the simple Manner of THEOCRITUS.,,,,,,,,
1746,K099834.000,T125135,Warton Joseph 1722-1800,London : printed for R. Dodsley at Tully's Head in Pall-Mall; and sold by M. Cooper in Pater-No,3940,ODES ON Various Subjects.,,,,,,,,
1792,K101477.000,T127415,Williams Helen Maria 1762-1827,London : printed for G. G. J. and J. Robinson,31071,LETTERS WRITTEN IN FRANCE IN THE SUMMER 1790 TO A FRIEND IN ENGLAND: CONTAINING VARIOUS ANECDOTES RELATIVE TO THE FRENCH REVOLUTION AND MEMOIRS OF MONS. AND MADAME DU F.,,,,,,,,
1788,K101844.000,T127919,Barbauld Mrs. (Anna Letitia) 1743-1825,London : printed for J. Johnson NO. 72 ST. Paul's Church Yard,4797,LESSONS FOR CHILDREN FROM THREE TO FOUR YEARS OLD.,,,,,,,,
1717,K102297.000,T128542,Dennis John 1657-1734,[London s.n.,2854,A TRUE CHARACTER of Mr. POPE.,,,,,,,,
1767,K102875.000,T129359,Sheridan Frances Chamberlaine 1724-1766,London : printed for J. Dodsley in Pall-Mall,26238,THE HISTORY OF NOURJAHAD.,,,,,,,,
1731,K105746.000,T133412,Arbuthnot John 1667-1735,London : printed for J. Tonson in the Strand,35967,AN ESSAY CONCERNING THE NATURE OF ALIMENTS AND THE CHOICE OF THEM According to the different Constitutions of HUMAN BODIES.,,,,,,,,
1701,K107084.000,T135352,Dennis John 1657-1734,London : printed for Rich. Parker at the Unicorn under the Piazza of the Royal Exchange in Corn,42449,THE ADVANCEMENT AND REFORMATION OF Modern POETRY.,,,,,,,,
1706,K107134.000,T135406,Dennis John 1657-1734,London : printed for Ben. Bragg at the Raven in Pater-Noster-Row,16767,THE BATTLE OF RAMILLIA: OR THE Power of Union. A POEM.,,,,,,,,
1702,K107395.000,T135780,Dennis John 1657-1734,London : printed for D. Brown at the Black-Swan and Bible without Temple-Bar and A. Bell at the,10480,The MONUMENT: A POEM Sacred to the IMMORTAL MEMORY of the Best and Greatest of Kings William the Third King of Great Britain &amp;c.,,,,,,,,
1721,K107398.001,T135783,Dennis John 1657-1734,London : printed for W. Mears,42813,ORIGINAL LETTERS FAMILIAR MORAL and CRITICAL.,,,,,,,,
1793,K109756.001,T139140,Buffon Georges Louis Leclerc comte de 1707-1788,London : printed for A. Strahan and T. Cadell; and J. Murray,99418,THE NATURAL HISTORY OF BIRDS.,,,,,,,,
1793,K109756.002,T139140,Buffon Georges Louis Leclerc comte de 1707-1788,London : printed for A. Strahan and T. Cadell; and J. Murray,111820,THE NATURAL HISTORY OF BIRDS.,,,,,,,,
1793,K109756.003,T139140,Buffon Georges Louis Leclerc comte de 1707-1788,London : printed for A. Strahan and T. Cadell; and J. Murray,96570,THE NATURAL HISTORY OF BIRDS.,,,,,,,,
1776,K109848.000,T139270,Garrick David 1717-1779,[Edinburgh? s.n.,431,Hearts of Oak.,,,,,,,,
1782,K110265.000,T139860,West Richard Son of the Lord Chancellor of Ireland,Edinburg : at the Apollo Press by the Martins,2163,THE POETICAL WORKS OF RICHARD WEST.,,,,,,,,
1782,K110269.000,T139864,Gray Thomas 1716-1771,Edinburg : at the Apollo Press by the Martins,17037,THE POETICAL WORKS OF THOMAS GRAY.,,,,,,,,
1715,K110735.000,T140591,Ashmole Elias 1617-1692,London : printed for A. Bell at the Cross-Keys and Bible in Cornhill W. Taylor at the Ship and,193021,THE HISTORY Of the most NOBLE Order of the Garter. Wherein is set forth An ACCOUNT of the Town Castle Chappel and College of Windsor; with their several Officers: The Foundation of the ORDER by King Edward III. With the Statutes and Annals at large as they have been altered and amended.An ACCOUNT of the Habits Ensigns and Officers of the Order. The Ceremonies of Election Investiture and Instalment of Knights: The manner of their Feasts and the Duties and Fees payable on these Occasions. Some Account of the Founders with an exact List of all that have been installed since the first Institution and their several Coats of Arms emblazon'd.To which is prefix'd A DISCOURSE of Knighthood in General and the several ORDERS extant in Europe. Collected by ELIAS ASHMOLEEsqWindsor Herald at the Command of King Charles II. Now compared with the Author's Corrections in his Library at Oxford faithfully digested and continued down to the present Time.,,,,,,,,
1739,K111475.000,T142246,Stanyan Temple 1677?-1752,London : printed for J. and R. Tonson in the Strand,92219,THE GRECIAN HISTORY. From the End of the Peloponnesian War to the Death of Philip of Macedon. Containing the Space of Sixty-eight YEARS.,,,,,,,,
1797,K111746.000,T142950,Berkeley George Monck 1763-1793,London : printed by J. Nichols; and sold by Messrs. Leigh and Sotheby York Street Covent Garde,190420,POEMS BY THE LATE GEORGE-MONCK BERKELEY ESQ. LL.B. F.S.S.A.,,,,,,,,
1779,K111900.000,T143297,Hume David 1711-1776,[London?] : Printed in,35385,DIALOGUES CONCERNING NATURAL RELIGION.,,,,,,,,
1746,K112765.000,T144887,Collins William 1721-1759,London : printed for A. Millar in the Strand,5148,ODES ON SEVERAL Descriptive and Allegoric SUBJECTS.,,,,,,,,
1774,K113187.001,T145505,Warton Thomas 1728-1790,London : printed for and sold by J. Dodsley Pall Mall; J. Walter Charing Cross; T. Becket St,210680,THE HISTORY OF ENGLISH POETRY FROM THE CLOSE of the ELEVENTH TO THE COMMENCEMENT of the EIGHTEENTH CENTURY. TO WHICH ARE PREFIXED TWO DISSERTATIONS. I. ON THE ORIGIN OF ROMANTIC FICTION IN EUROPE. II. ON THE INTRODUCTION OF LEARNING INTO ENGLAND.,,,,,,,,
1774,K113187.002,T145505,Warton Thomas 1728-1790,London : printed for and sold by J. Dodsley Pall Mall; J. Walter Charing Cross; T. Becket St,185286,THE HISTORY OF ENGLISH POETRY FROM THE CLOSE of the ELEVENTH TO THE COMMENCEMENT of the EIGHTEENTH CENTURY. TO WHICH ARE PREFIXED TWO DISSERTATIONS. I. ON THE ORIGIN OF ROMANTIC FICTION IN EUROPE. II. ON THE INTRODUCTION OF LEARNING INTO ENGLAND.,,,,,,,,
1764,K113361.000,T145745,Douglas Robert Sir 1694-1770,Edinburgh : printed by R. Fleming and sold by him and the other booksellers in Edinburgh; and,533494,THE PEERAGE OF SCOTLAND CONTAINING An HISTORICAL and GENEALOGICAL ACCOUNT of the NOBILITY of that Kingdom from their ORIGIN to the present GENERATION: COLLECTED From the PUBLIC RECORDS and ANCIENT CHARTULARIES of this Nation the CHARTERS and other WRITINGS of the NOBILITY and the WORKS of our best HISTORIANS.,,,,,,,,
1780,K113633.002,T146132,Goldsmith Oliver 1728-1774,London : printed by H. Goldney for Messieurs Rivington T. Carnan and F. Newbery in St. Paul's,44073,THE POETICAL AND DRAMATIC WORKS OF OLIVER GOLDSMITH M.B. NOW FIRST COLLECTED.,,,,,,,,
1744,K114854.000,T148130,Pope Alexander 1688-1744,London : printed for John Thomas near St. Paul's,56583,MISCELLANIES IN VERSE and PROSE.,,,,,,,,
1702,K117722.000,T161987,Dennis John 1657-1734,London : [s.n.],5785,THE Danger of Priestcraft TO Religion and Government: WITH SOME POLITICK REASONS FOR TOLERATION. Occasion'd By a Discourse of Mr. SACHEVEREL'S intitul'd The Political Union &amp;c. lately printed at Oxford.,,,,,,,,
1788,K118343.000,T164973,Sheridan Richard Brinsley 1751-1816,Dublin : printed by P. Byrne No. 108 Grafton-Street,12830,A COMPARATIVE STATEMENT OF THE TWO BILLS FOR THE BETTER GOVERNMENT OF THE BRITISH POSSESSIONS IN INDIA BROUGHT INTO PARLIAMENT BY MR. FOX AND MR. PITT. WITH EXPLANATORY OBSERVATIONS.,,,,,,,,
1747,K120041.000,T172668,Garrick David 1717-1779,London : printed for J. and R. Tonson in the Strand,8967,MISS in her TEENS: OR THE MEDLEY of LOVERS.,,,,,,,,
1765,K120396.000,T174434,Collins William 1721-1759,London : printed for T. Becket and P. A. Dehondt at Tully's Head near Surry Street in the Stra,19376,THE POETICAL WORKS OF MR. WILLIAM COLLINS. WITH MEMOIRS Of the AUTHOR; AND OBSERVATIONS ON His GENIUS and WRITINGS.,,,,,,,,
1710,K120907.000,T176371,,London : printed and are to be sold by R. Mawson at the Bible and Star over against St. Magnus,1603,THE Banby Apes: OR The Monkeys Chattering to the Magpye.,,,,,,,,
1718,K120974.000,T176551,Cibber Colley 1671-1757,Dublin : re-printed by Thomas Hume for George Risk at the London in Dame's-Street near the Hor,27998,THE Non-Juror.,,,,,,,,
1790,K121056.000,T176823,Pope Alexander 1763-1835,[London? : s.n.,5557,OBSERVATIONS ON THE RESOLUTIONS OF THE CLERGY WHO ASSEMBLED AT CHESTER FEB. 15TH. 1790 FOR THE PURPOSE OF SUPPORTING THE Corporation and Test Acts.,,,,,,,,
1710,K122987.000,T183337,Defoe Daniel 1661?-1731,[Edinburgh,1369,ADVERTISEMENT From Daniel De Foe To Mr. Clark.,,,,,,,,
1775,K123014.000,T183443,,Cambridge : printed for J. Woodyer and T. Fletcher,1542,ESTHER AN ORATORIO OR SACRED DRAMA; As it is performed at the THEATRE ROYAL in COVENT-GARDEN With the LAST IMPROVEMENTS.,,,,,,,,
1782,K123147.000,T183960,Hume David 1711-1776,London : printed for G. Kearsly,64684,The BEAUTIES OF Hume AND BOLINGBROKE.,,,,,,,,
1708,K125194.000,T191399,Defoe Daniel 1661?-1731,[Edinburgh : printed by the heirs and successors of Andrew Anderson,2890,An Answer to a Paper concerning Mr. De Foe against his History of the UNION.,,,,,,,,
1781,K125710.000,T193639,Sheridan Richard Brinsley 1751-1816,London : printed for J. Bew in Pater-Noster-Row,22275,THE SCHOOL FOR SCANDAL; A COMEDY; AS IT IS PERFORMED AT THE THEATRES-ROYAL IN LONDON AND DUBLIN.,,,,,,,,
1762,K130449.000,T219052,Thomson James fl. 1719-1762,[Edinburgh,5482,ANSWERS OR Poor James Thomson Son to the deceased Bailie Andrew Thomson Brewer Edinburgh; TO THE PETITION of Helen her .,,,,,,,,
1734,K130649.000,T220390,Pope Alexander 1688-1744,Dublin : printed by S. Powell for George Risk at the Shakespeare's Head George Ewing at the An,10638,AN ESSAY on MAN,,,,,,,,
1730,K132743.000,T230316,Thomson James 1700-1748,London : printed for A. Millar at Buchanan's Head over-against St. Clement's Church in the Str,17928,THE TRAGEDY OF SOPHONISBA. Acted at the THEATRE-ROYAL IN DRURY-LANE. By His MAJESTY'S Servants.,,,,,,,,
1798,K134477.000,W20737,Heath William 1737-1814,Printed at Boston : by I. Thomas and E.T. Andrews Faust's Statue no. 45 Newbury-Street. Sold,109409,MEMOIRS OF MAJOR-GENERAL HEATH. CONTAINING ANECDOTES DETAILS of SKIRMISHES BATTLES and other MILITARY EVENTS DURING THE AMERICAN WAR. WRITTEN BY HIMSELF.,,,,,,,,
1706,K000039.000,N71,Centlivre Susanna 1667?-1723,London : printed for William Turner at the Angel at Lincolns-Inn-Back-Gate; and sold by J. Nutt,18356,THE BASSET-Table. A COMEDY. As it is Acted at the Theatre-Royal in Drury-Lane by Her Majesty's Servants.,,,,,,,,
1705,K000266.000,N460,Defoe Daniel 1661?-1731,London : printed: and sold by Ben. Bragg at the Blue-Ball in Ave-Mary-Lane,20754,THE Dyet of POLAND A SATYR. CONSIDER'D Paragraph by Paragraph. To which is added A Key to the whole with the Names of the Author and the Nobility and Gentry that are Scandalously Pointed at in it.,,,,,,,,
1715,K000663.000,N1081,Centlivre Susanna 1667?-1723,London : printed and sold by R. Burleigh in Amen-Corner and A. Boulter without Temple-Bar,709,AN EPISTLE TO Mrs. WALLUP Now in the TRAIN of Her Royal Highness The Princess of WALES. As it was sent to her to the HAGUE. Written by Mrs. SUSANNA CENTLIVRE.,,,,,,,,
1707,K000685.000,N1117,Hill Aaron 1685-1750,London : printed for Tho. Bickerton at the Golden Flower-de-Luce in St. Paul's Church-Yard and,2572,CAMILLUS: A POEM Humbly Inscrib'd to the Right Honourable CHARLES Earl of Peterborough and Monmouth. By AARON HILL Gent.,,,,,,,,
1754,K000780.000,N1283,Cumberland Richard 1732-1811,London : printed for M. Cooper in Pater-Noster-Row,1369,AN ELEGY WRITTEN ON Saint MARK'S Eve.,,,,,,,,
1764,K000791.000,N1306,Gentleman Francis 1728-1784,London : printed for W. Nicoll and W. Bristow in St. Paul's Church-Yard; and C. Etherington i,5517,THE GENERAL. A POEM.,,,,,,,,
1728,K000924.000,N1488,Pope Alexander 1688-1744,[Dublin] : London: printed and Dublin re-printed in the year,4227,THE HISTORY OF THE NORFOLK STEWARD CONTINUED.,,,,,,,,
